ipnr17,v313_dk,v314_dk,v315_dk,alder,civilstand,børn,urbanisering,uddannelse,uddannelse_partner,uddannelse_mor,uddannelse_far,isco_fn,isco_p_fn,indkomst_kvint,parti,frivillig,folkekirken
CZ307635,Secondary education,150.000-250.000,Female,64.0,Skilt,2 børn,Mindre byer,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,2,77,1.0,Socialistisk Folkeparti,Nej,ja
CZ261054,Secondary education,150.000-250.000,Male,24.0,Papirløst partnerskab,Ingen børn,Større provinsbyer,Korte vid. udd,Grundskole og gym.,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,1,3.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
FU109172,Medium-cycle tertiary eduation,250.000-350.000,Female,50.0,Enlig,1 barn,,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,77,3.0,Socialdemokraterne,Nej,ja
FU375951,Medium-cycle tertiary eduation,<150.0000,Female,27.0,Papirløst partnerskab,Ingen børn,,Mellemlange vid. udd,Grundskole og gym.,Korte vid. udd,Korte vid. udd,4,1,2.0,Vil stemme blankt,Nej,ja
CZ234835,Secondary education,<150.0000,Female,24.0,Enlig,Ingen børn,De 3 store provinsbyer,Mellemlange vid. udd,Irrelevant,Mellemlange vid. udd,Mellemlange vid. udd,2,77,1.0,Enhedslisten m.fl.,Ja,ja
FU194667,Elementary school or unknown,150.000-250.000,Female,49.0,Papirløst partnerskab,2 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,1,3,3.0,Vil stemme blankt,Ja,nej
CZ877084,"Long-cycle tertiary eduation, Ph.D",<150.0000,Male,28.0,Papirløst partnerskab,Ingen børn,Større provinsbyer,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Korte vid. udd,4,4,4.0,Socialdemokraterne,Nej,ja
CZ579872,Secondary education,<150.0000,Female,20.0,Enlig,Ingen børn,Mellemstore byer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,2.0,Socialdemokraterne,Ja,nej
CZ556313,Elementary school or unknown,<150.0000,Female,18.0,Enlig,Ingen børn,Mellemstore byer,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,4.0,,Nej,nej
FU837695,Elementary school or unknown,<150.0000,Female,,Uoplyst,Uoplyst,,Uoplyst,Irrelevant,Uoplyst,Uoplyst,Ukendt,77,,,Ja,nej
FU792168,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,45.0,Papirløst partnerskab,2 børn,,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,4,4,5.0,Socialistisk Folkeparti,Ja,nej
CZ348024,Short-cycle tertiary eduation,250.000-350.000,Female,69.0,Papirløst partnerskab,4 børn,Større provinsbyer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Uoplyst,4,2,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
FU691944,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,61.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,3,4.0,Enhedslisten m.fl.,Ja,nej
CZ713672,Medium-cycle tertiary eduation,<150.0000,Male,52.0,Papirløst partnerskab,1 barn,Større provinsbyer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Korte vid. udd,Erhvervsfaglige uddannelser,Ukendt,2,,Enhedslisten m.fl.,Ja,ja
FU743651,Secondary education,150.000-250.000,Female,74.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,2,4,1.0,"Venstre, Danmarks Liberale Parti",Nej,nej
CZ184348,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Male,63.0,Gift eller reg. partnerskab,6 børn eller flere,De 3 store provinsbyer,Lang vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,4,4,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
FU416841,"Long-cycle tertiary eduation, Ph.D",<150.0000,Male,57.0,Papirløst partnerskab,Ingen børn,,Lang vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,2,1.0,Alternativet,Nej,nej
FU322788,Elementary school or unknown,250.000-350.000,Female,65.0,Enlig,2 børn,,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,4,77,2.0,Alternativet,Ja,ja
FU684188,Elementary school or unknown,<150.0000,Female,69.0,Skilt,1 barn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,3.0,Dansk Folkeparti,Nej,ja
FU470943,Elementary school or unknown,150.000-250.000,Female,68.0,Separeret,1 barn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Socialdemokraterne,Ja,ja
FU620014,Secondary education,<150.0000,Female,77.0,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,1.0,"Venstre, Danmarks Liberale Parti",Ja,ja
CZ378382,Elementary school or unknown,<150.0000,Female,20.0,Enlig,Ingen børn,Landområder og landsbyer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,1.0,,Nej,nej
FU850382,Secondary education,250.000-350.000,Male,58.0,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,2,77,,Det Konservative Folkeparti,Ja,ja
FU796723,Elementary school or unknown,<150.0000,Female,68.0,Enke/enkemand,1 barn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,1,77,1.0,Dansk Folkeparti,Nej,ja
CZ876604,Elementary school or unknown,<150.0000,Female,21.0,Papirløst partnerskab,Ingen børn,Større provinsbyer,Erhvervsfaglige uddannelser,Korte vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,2,4,2.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
CZ168910,Secondary education,<150.0000,Male,20.0,Enlig,Ingen børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,2,77,2.0,Dansk Folkeparti,Nej,ja
CZ390915,Elementary school or unknown,<150.0000,Male,20.0,Enlig,Ingen børn,Større provinsbyer,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Mellemlange vid. udd,4,77,1.0,,Ja,ja
FU806373,Secondary education,250.000-350.000,Female,69.0,Papirløst partnerskab,1 barn,,Lang vid. udd,Mellemlange vid. udd,Grundskole og gym.,Mellemlange vid. udd,4,4,3.0,Socialistisk Folkeparti,Ja,nej
CZ155213,Elementary school or unknown,<150.0000,Female,81.0,Enke/enkemand,2 børn,Landområder og landsbyer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,"Venstre, Danmarks Liberale Parti",Ja,ja
FU196963,Secondary education,<150.0000,Male,27.0,Papirløst partnerskab,1 barn,,Mellemlange vid. udd,Mellemlange vid. udd,Lang vid. udd,Uoplyst,Ukendt,2,1.0,Det Radikale Venstre,Nej,ja
CZ814425,Secondary education,150.000-250.000,Female,33.0,Enlig,3 børn,Mindre byer,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Korte vid. udd,Ukendt,77,2.0,Socialdemokraterne,Nej,ja
CZ733258,Elementary school or unknown,150.000-250.000,Female,73.0,Enlig,Ingen børn,Mellemstore byer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,Ukendt,77,,"Venstre, Danmarks Liberale Parti",Nej,ja
CZ277576,Short-cycle tertiary eduation,150.000-250.000,Female,37.0,Gift eller reg. partnerskab,4 børn,Mellemstore byer,Korte vid. udd,Korte vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,1,4.0,Enhedslisten m.fl.,Nej,ja
FU653278,Medium-cycle tertiary eduation,250.000-350.000,Female,41.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,3,3.0,Det Konservative Folkeparti,Nej,ja
FU704162,Secondary education,250.000-350.000,Male,52.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,4,4.0,Socialdemokraterne,Ja,ja
FU713357,Secondary education,150.000-250.000,Male,53.0,Enlig,Ingen børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,2.0,Dansk Folkeparti,Nej,ja
FU469873,Short-cycle tertiary eduation,150.000-250.000,Female,50.0,Enlig,3 børn,,Korte vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,3,77,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
CZ602062,Secondary education,150.000-250.000,Male,67.0,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,2.0,"Venstre, Danmarks Liberale Parti",Ja,ja
FU710213,Secondary education,150.000-250.000,Male,73.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,Ukendt,3,3.0,Socialdemokraterne,Ja,ja
FU640519,Medium-cycle tertiary eduation,150.000-250.000,Female,30.0,Gift eller reg. partnerskab,1 barn,,Mellemlange vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,4.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
FU220894,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Male,29.0,Papirløst partnerskab,Ingen børn,,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,3.0,Alternativet,Nej,nej
FU171269,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,43.0,Gift eller reg. partnerskab,1 barn,,Mellemlange vid. udd,Lang vid. udd,Mellemlange vid. udd,Grundskole og gym.,4,4,5.0,Socialdemokraterne,Ja,ja
CZ344636,Medium-cycle tertiary eduation,350.000<,Female,53.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Mellemlange vid. udd,Lang vid. udd,Lang vid. udd,Lang vid. udd,2,Ukendt,5.0,Alternativet,Ja,ja
CZ274227,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Male,31.0,Papirløst partnerskab,1 barn,Mellemstore byer,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Korte vid. udd,4,3,5.0,Liberal Alliance (tidl. Ny Alliance),Nej,nej
FU314591,Medium-cycle tertiary eduation,<150.0000,Female,67.0,Gift eller reg. partnerskab,2 børn,,Korte vid. udd,Korte vid. udd,Mellemlange vid. udd,Lang vid. udd,3,4,,Socialistisk Folkeparti,Ja,ja
CZ872285,Secondary education,250.000-350.000,Male,46.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,3,4.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
CZ308156,Secondary education,<150.0000,Male,44.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Uoplyst,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,4,4,4.0,Det Radikale Venstre,Nej,nej
CZ696744,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Female,52.0,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Lang vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,4,5.0,,Nej,ja
FU423996,Secondary education,<150.0000,Female,67.0,Gift eller reg. partnerskab,1 barn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,3,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
CZ124207,Medium-cycle tertiary eduation,250.000-350.000,Female,50.0,Enlig,3 børn,Mindre byer,Lang vid. udd,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,3.0,Liberal Alliance (tidl. Ny Alliance),Ja,ja
FU499244,Secondary education,350.000<,Male,57.0,Gift eller reg. partnerskab,4 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Korte vid. udd,Mellemlange vid. udd,4,4,4.0,Det Radikale Venstre,Ja,ja
CZ346458,Secondary education,<150.0000,Male,80.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,4,2,3.0,Dansk Folkeparti,Nej,ja
CZ346782,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,43.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Lang vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,5.0,Alternativet,Nej,ja
CZ887811,Medium-cycle tertiary eduation,250.000-350.000,Female,47.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,2,4.0,"Venstre, Danmarks Liberale Parti",Ja,ja
CZ171269,Secondary education,350.000<,Male,62.0,Enlig,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Grundskole og gym.,4,77,1.0,Socialdemokraterne,Ja,nej
FU513644,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,49.0,Gift eller reg. partnerskab,1 barn,,Lang vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,4,77,2.0,Socialdemokraterne,Nej,ja
FU877084,Medium-cycle tertiary eduation,350.000<,Female,45.0,Gift eller reg. partnerskab,5 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,3,4.0,Vil stemme blankt,Ja,ja
CZ781262,Secondary education,350.000<,Male,77.0,Gift eller reg. partnerskab,3 børn,Mellemstore byer,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,4,2,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
FU346789,Elementary school or unknown,<150.0000,Male,18.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Korte vid. udd,2,77,3.0,Socialdemokraterne,Nej,nej
CZ228824,Elementary school or unknown,150.000-250.000,Female,36.0,Gift eller reg. partnerskab,6 børn eller flere,De 3 store provinsbyer,Erhvervsfaglige uddannelser,Grundskole og gym.,Uoplyst,Uoplyst,1,1,1.0,,Nej,nej
FU626923,Secondary education,250.000-350.000,Male,48.0,Skilt,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,2.0,"Venstre, Danmarks Liberale Parti",Nej,ja
CZ393264,Secondary education,250.000-350.000,Female,59.0,Enke/enkemand,2 børn,Mellemstore byer,Korte vid. udd,Irrelevant,Grundskole og gym.,Korte vid. udd,2,77,2.0,Enhedslisten m.fl.,Nej,ja
FU131472,Secondary education,250.000-350.000,Male,64.0,Papirløst partnerskab,Ingen børn,,Erhvervsfaglige uddannelser,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,2,2,3.0,Socialdemokraterne,Nej,ja
FU544392,Elementary school or unknown,150.000-250.000,Male,29.0,Gift eller reg. partnerskab,1 barn,,Uoplyst,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,2,4,3.0,Socialdemokraterne,Nej,ja
FU764892,Medium-cycle tertiary eduation,150.000-250.000,Male,80.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Uoplyst,Grundskole og gym.,Grundskole og gym.,4,4,3.0,Socialdemokraterne,Nej,ja
FU174686,Medium-cycle tertiary eduation,350.000<,Female,56.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,3,4,4.0,"Venstre, Danmarks Liberale Parti",Ja,ja
CZ866703,Medium-cycle tertiary eduation,350.000<,Male,38.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Mellemlange vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,5.0,Det Konservative Folkeparti,Nej,nej
CZ746562,Secondary education,<150.0000,Male,29.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Korte vid. udd,Ukendt,1,3.0,Dansk Folkeparti,Nej,ja
CZ812041,Secondary education,350.000<,Male,48.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,4.0,Det Radikale Venstre,Ja,ja
CZ622021,Elementary school or unknown,<150.0000,Female,65.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Korte vid. udd,Erhvervsfaglige uddannelser,2,2,3.0,Socialdemokraterne,Ja,ja
CZ266499,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Female,39.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Lang vid. udd,Lang vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,Ukendt,4,5.0,Det Radikale Venstre,Ja,ja
FU194043,Secondary education,150.000-250.000,Male,26.0,Enlig,Ingen børn,,Erhvervsfaglige uddannelser,Irrelevant,Uoplyst,Erhvervsfaglige uddannelser,2,77,2.0,"Venstre, Danmarks Liberale Parti",Nej,ja
FU540974,Medium-cycle tertiary eduation,350.000<,Male,47.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,4,5.0,Liberal Alliance (tidl. Ny Alliance),Nej,nej
CZ206385,Secondary education,150.000-250.000,Female,43.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,2,1,3.0,Socialdemokraterne,Nej,ja
FU367348,Elementary school or unknown,<150.0000,Male,70.0,Gift eller reg. partnerskab,1 barn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,3,1,1.0,Socialdemokraterne,Nej,ja
CZ116339,Elementary school or unknown,150.000-250.000,Female,70.0,Enke/enkemand,2 børn,De 3 store provinsbyer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Enhedslisten m.fl.,Ja,ja
CZ586575,Secondary education,150.000-250.000,Male,35.0,Papirløst partnerskab,Ingen børn,Landområder og landsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Lang vid. udd,2,4,4.0,Vil stemme blankt,Ja,nej
FU493541,Elementary school or unknown,150.000-250.000,Male,60.0,Gift eller reg. partnerskab,3 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,3.0,Socialdemokraterne,Ja,ja
FU806996,Secondary education,<150.0000,Male,23.0,Papirløst partnerskab,Ingen børn,,Grundskole og gym.,Grundskole og gym.,Mellemlange vid. udd,Lang vid. udd,4,2,1.0,Det Radikale Venstre,Nej,nej
FU303122,Secondary education,150.000-250.000,Female,67.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,3.0,Det Konservative Folkeparti,Nej,ja
FU825381,Secondary education,150.000-250.000,Female,69.0,Gift eller reg. partnerskab,Uoplyst,,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,,"Venstre, Danmarks Liberale Parti",Ja,ja
CZ792763,Medium-cycle tertiary eduation,350.000<,Female,58.0,Gift eller reg. partnerskab,5 børn,Landområder og landsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,2,3.0,Socialistisk Folkeparti,Ja,ja
CZ671352,Medium-cycle tertiary eduation,350.000<,Male,38.0,Gift eller reg. partnerskab,3 børn,Mellemstore byer,Mellemlange vid. udd,Korte vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,4,2,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
CZ260554,Elementary school or unknown,150.000-250.000,Male,84.0,Gift eller reg. partnerskab,4 børn,Mellemstore byer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,77,2.0,Dansk Folkeparti,Nej,ja
FU764084,Elementary school or unknown,150.000-250.000,Male,54.0,Enlig,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,2,77,3.0,Dansk Folkeparti,Ja,ja
CZ437921,Secondary education,250.000-350.000,Male,70.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,2,4,3.0,"Venstre, Danmarks Liberale Parti",Ja,ja
FU424389,Secondary education,250.000-350.000,Female,49.0,Gift eller reg. partnerskab,1 barn,,Grundskole og gym.,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,2,2,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
FU845236,Medium-cycle tertiary eduation,350.000<,Female,50.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
CZ118689,Medium-cycle tertiary eduation,150.000-250.000,Female,50.0,Gift eller reg. partnerskab,3 børn,Mellemstore byer,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Mellemlange vid. udd,4,3,3.0,Dansk Folkeparti,Ja,ja
CZ803659,Medium-cycle tertiary eduation,250.000-350.000,Female,64.0,Papirløst partnerskab,Ingen børn,Mellemstore byer,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,1.0,Socialdemokraterne,Ja,nej
FU668016,Elementary school or unknown,250.000-350.000,Male,60.0,Gift eller reg. partnerskab,Ingen børn,,Grundskole og gym.,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,3,2,3.0,Socialistisk Folkeparti,Ja,ja
CZ633816,Secondary education,<150.0000,Male,25.0,Enlig,Ingen børn,Landområder og landsbyer,Mellemlange vid. udd,Irrelevant,Mellemlange vid. udd,Mellemlange vid. udd,Ukendt,77,,,Ja,ja
CZ773875,Elementary school or unknown,<150.0000,Male,78.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Korte vid. udd,Erhvervsfaglige uddannelser,2,2,2.0,"Venstre, Danmarks Liberale Parti",Ja,ja
CZ226911,Secondary education,<150.0000,Female,70.0,Skilt,2 børn,De 3 store provinsbyer,Lang vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,77,1.0,Enhedslisten m.fl.,Ja,ja
FU216004,Medium-cycle tertiary eduation,150.000-250.000,Female,68.0,Skilt,3 børn,,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Korte vid. udd,2,77,1.0,Socialdemokraterne,Nej,nej
FU527902,Elementary school or unknown,<150.0000,Female,18.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Mellemlange vid. udd,2,77,5.0,Alternativet,Ja,ja
