v57,v58,v59,v60,v61,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v297_dk,v298_dk,v299_dk,alder,civilstand,børn,urbanisering,uddannelse,uddannelse_partner,uddannelse_mor,uddannelse_far,isco_fn,isco_p_fn,indkomst_kvint,parti,frivillig,folkekirken,ipnr17
Ja,Nej,Nej,Nej,Nej,Meget stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ved ikke,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget dårligt,1. Indvandrere tager jobs fra danskere,1. Indvandrere gør problemerne med kriminalitet værre,1. Indvandrere belaster velfærdssystemet,1. Samfundet er bedst tjent med at indvandrere fastholder deres egne skikke og t,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,1. Udvidelsen skal fortsætte,Ved ikke,Sjældent,Ved ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,Slet ikke,I høj grad,I mindre grad,Slet ikke,I høj grad,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Elementary school or unknown,<150.0000,Female,70,Gift eller reg. partnerskab,3 børn,,Grundskole og gym.,Uoplyst,Grundskole og gym.,Grundskole og gym.,Ukendt,77,,Dansk Folkeparti,,ja,FU889840
Nej,Ja,Nej,Ja,Nej,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,9.,4.,1. Indvandrere belaster velfærdssystemet,8.,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,5.,Aldrig,Aldrig,Aldrig,I høj grad,I nogen grad,I nogen grad,I nogen grad,I høj grad,I høj grad,I høj grad,I mindre grad,I høj grad,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Elementary school or unknown,<150.0000,Female,27,Enlig,2 børn,Mindre byer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1,Dansk Folkeparti,Ja,ja,CZ586088
Ja,Ja,Nej,Ja,Nej,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig godt,8.,5.,6.,6.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Ikke særlig vigtigt,4.,En eller to gange om ugen,Hver dag,En eller to gange om ugen,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,I høj grad,I høj grad,Til en vis grad,I nogen grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Medium-cycle tertiary eduation,150.000-250.000,Female,70,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,4,4,3,Socialdemokraterne,Nej,ja,FU182697
Ja,Nej,Ved ikke,Ved ikke,Nej,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig godt,9.,7.,7.,1. Samfundet er bedst tjent med at indvandrere fastholder deres egne skikke og t,Slet ikke vigtigt,Meget vigtigt,Slet ikke vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,9.,Sjældent,Sjældent,Flere gange om ugen,Til en vis grad,I mindre grad,I nogen grad,Til en vis grad,I høj grad,I høj grad,I høj grad,I høj grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Elementary school or unknown,150.000-250.000,Male,74,Papirløst partnerskab,Ingen børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,,Socialdemokraterne,Nej,ja,FU128514
Nej,Ja,Nej,Nej,Ja,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Nægter at svare,Nægter at svare,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,7.,3.,3.,9.,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,5.,Sjældent,Sjældent,Sjældent,Til en vis grad,Til en vis grad,I høj grad,Til en vis grad,I nogen grad,I høj grad,I nogen grad,I nogen grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Medium-cycle tertiary eduation,250.000-350.000,Female,46,Skilt,3 børn,Større provinsbyer,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,4,77,3,Socialdemokraterne,Nej,ja,CZ894359
Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Temmelig dårligt,8.,1. Indvandrere gør problemerne med kriminalitet værre,2.,5.,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,7.,Sjældent,Aldrig,Aldrig,Til en vis grad,Slet ikke,Slet ikke,Slet ikke,Slet ikke,I mindre grad,Slet ikke,Slet ikke,Slet ikke,Slet ikke vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Secondary education,<150.0000,Male,34,Gift eller reg. partnerskab,Ingen børn,Mellemstore byer,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,1,2,3,Socialdemokraterne,Nej,ja,CZ846227
Ja,Ja,Nej,Ja,Nej,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Nægter at svare,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,5.,3.,2.,"10. Samfundet er bedst tjent med, at indvandrere ikke fastholder deres skikke og",Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,7.,Flere gange om ugen,Sjældent,Sjældent,Til en vis grad,Til en vis grad,Til en vis grad,I mindre grad,I mindre grad,I nogen grad,I nogen grad,I mindre grad,I nogen grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Secondary education,150.000-250.000,Male,59,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,2,2,2,Socialdemokraterne,Nej,ja,FU151936
Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,9.,8.,6.,5.,Ikke særlig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,10. Udvidelsen er gået for vidt,En eller to gange om ugen,Aldrig,En eller to gange om ugen,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I nogen grad,I nogen grad,I nogen grad,I høj grad,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Secondary education,150.000-250.000,Female,59,Gift eller reg. partnerskab,Ingen børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,1,Socialdemokraterne,Ja,ja,FU614174
Ja,Ja,Ja,Ja,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Hverken godt eller dårligt,5.,2.,1. Indvandrere belaster velfærdssystemet,9.,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Meget vigtigt,8.,En eller to gange om ugen,En eller to gange om ugen,Aldrig,I nogen grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I nogen grad,I nogen grad,Til en vis grad,I nogen grad,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Secondary education,<150.0000,Male,72,Gift eller reg. partnerskab,4 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,1,Socialdemokraterne,Nej,ja,CZ168771
Nej,Ja,Nej,Nej,Ja,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,5.,1. Indvandrere gør problemerne med kriminalitet værre,4.,5.,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,5.,Aldrig,Aldrig,Aldrig,I mindre grad,Slet ikke,I mindre grad,I mindre grad,Til en vis grad,Til en vis grad,Til en vis grad,Til en vis grad,I høj grad,Slet ikke vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Secondary education,150.000-250.000,Male,27,Enke/enkemand,Ingen børn,,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,2,77,2,Vil stemme blankt,Nej,nej,FU404066
Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Slet ingen tillid,Temmelig godt,10. Indvandrere tager ikke jobs fra danskere,8.,8.,5.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,6.,Sjældent,Sjældent,En eller to gange om ugen,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,Temmelig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,"Long-cycle tertiary eduation, Ph.D",<150.0000,Male,33,Enlig,Ingen børn,,Lang vid. udd,Irrelevant,Lang vid. udd,Lang vid. udd,4,77,1,Alternativet,Nej,ja,FU143311
Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Temmelig dårligt,8.,2.,2.,8.,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,8.,Hver dag,Aldrig,Sjældent,I nogen grad,I nogen grad,Til en vis grad,Til en vis grad,Til en vis grad,I nogen grad,Til en vis grad,Til en vis grad,I nogen grad,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Secondary education,250.000-350.000,Male,60,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Korte vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,2,4,4,"Venstre, Danmarks Liberale Parti",Nej,ja,CZ494401
Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Meget godt,10. Indvandrere tager ikke jobs fra danskere,7.,7.,8.,Ikke særlig vigtigt,Slet ikke vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,3.,Hver dag,Flere gange om ugen,Hver dag,I nogen grad,I nogen grad,I nogen grad,I høj grad,I høj grad,I høj grad,Til en vis grad,I nogen grad,I nogen grad,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,60,Gift eller reg. partnerskab,4 børn,Mellemstore byer,Lang vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,5,Socialdemokraterne,Nej,ja,CZ277445
Nej,Nej,Nej,Nej,Nej,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Hverken godt eller dårligt,7.,3.,4.,7.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,4.,Flere gange om ugen,Hver dag,Flere gange om ugen,I høj grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,I nogen grad,Meget vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,42,Papirløst partnerskab,3 børn,,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,4,4,4,Socialistisk Folkeparti,Ja,ja,FU567433
Ja,Ja,Nej,Ja,Nej,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Temmelig godt,8.,4.,3.,8.,Ikke særlig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Meget vigtigt,3.,Hver dag,Sjældent,Sjældent,I høj grad,I høj grad,I høj grad,I nogen grad,I nogen grad,I høj grad,I høj grad,I høj grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Medium-cycle tertiary eduation,350.000<,Female,57,Skilt,1 barn,,Mellemlange vid. udd,Irrelevant,Mellemlange vid. udd,Korte vid. udd,3,77,3,"Venstre, Danmarks Liberale Parti",Ja,ja,FU123369
Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Meget dårligt,10. Indvandrere tager ikke jobs fra danskere,2.,2.,1. Samfundet er bedst tjent med at indvandrere fastholder deres egne skikke og t,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,9.,En eller to gange om ugen,Hver dag,Aldrig,Til en vis grad,I mindre grad,I høj grad,I høj grad,I høj grad,I høj grad,I nogen grad,Til en vis grad,I høj grad,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Meget vigtigt,Elementary school or unknown,<150.0000,Female,76,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,3,2,"Venstre, Danmarks Liberale Parti",Nej,ja,CZ134475
Nej,Nej,Nej,Nej,Nej,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Meget stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Hverken godt eller dårligt,10. Indvandrere tager ikke jobs fra danskere,5.,5.,5.,Temmelig vigtigt,Meget vigtigt,Slet ikke vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,4.,Hver dag,Sjældent,Hver dag,I nogen grad,Til en vis grad,I nogen grad,I mindre grad,Til en vis grad,I nogen grad,I nogen grad,I nogen grad,I høj grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Secondary education,250.000-350.000,Male,59,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,4,2,Socialdemokraterne,Nej,ja,FU571062
Ja,Ja,Ja,Ja,Nej,Ikke særlig stor tillid,Ret stor tillid,Meget stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Meget stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Meget stor tillid,Ret stor tillid,Temmelig godt,10. Indvandrere tager ikke jobs fra danskere,7.,5.,5.,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Ikke særlig vigtigt,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,6.,Hver dag,Hver dag,Aldrig,I høj grad,I nogen grad,I høj grad,I nogen grad,I nogen grad,I høj grad,Til en vis grad,I nogen grad,I nogen grad,Ikke særlig vigtigt,Meget vigtigt,Meget vigtigt,Meget vigtigt,Secondary education,250.000-350.000,Male,76,Gift eller reg. partnerskab,4 børn,Landområder og landsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Uoplyst,2,3,,"Venstre, Danmarks Liberale Parti",Ja,nej,CZ388966
Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Meget stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Temmelig godt,7.,7.,6.,5.,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,8.,Sjældent,Hver dag,En eller to gange om ugen,I nogen grad,Til en vis grad,Til en vis grad,I mindre grad,I mindre grad,I nogen grad,I nogen grad,Til en vis grad,I nogen grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Secondary education,350.000<,Female,63,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,3,"Venstre, Danmarks Liberale Parti",Nej,ja,CZ702565
Ja,Ja,Nej,Nej,Nej,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ikke særlig stor tillid,Temmelig godt,8.,2.,6.,7.,Temmelig vigtigt,Meget vigtigt,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,8.,Flere gange om ugen,Flere gange om ugen,Sjældent,I nogen grad,Til en vis grad,I nogen grad,I nogen grad,I nogen grad,I høj grad,I nogen grad,I nogen grad,I nogen grad,Ikke særlig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Male,75,Gift eller reg. partnerskab,3 børn,,Lang vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Mellemlange vid. udd,4,2,3,"Venstre, Danmarks Liberale Parti",Nej,ja,FU603228
Ja,Nej,Nej,Nej,Nej,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Slet ingen tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Ret stor tillid,Ret stor tillid,Ikke særlig stor tillid,Ikke særlig stor tillid,Ret stor tillid,Slet ingen tillid,Hverken godt eller dårligt,5.,4.,2.,9.,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Temmelig vigtigt,Temmelig vigtigt,Temmelig vigtigt,Slet ikke vigtigt,Temmelig vigtigt,8.,Sjældent,Hver dag,Aldrig,Til en vis grad,I mindre grad,I mindre grad,I mindre grad,I mindre grad,Til en vis grad,Til en vis grad,I mindre grad,I nogen grad,Ikke særlig vigtigt,Meget vigtigt,Temmelig vigtigt,Meget vigtigt,Secondary education,350.000<,Female,46,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Korte vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,2,4,3,"Venstre, Danmarks Liberale Parti",Nej,ja,CZ569239
