,ipnr17,v297_dk,v298_dk,v299_dk,alder,civilstand,børn,urbanisering,uddannelse,uddannelse_partner,uddannelse_mor,uddannelse_far,isco_fn,isco_p_fn,indkomst_kvint,parti,frivillig,folkekirken
2906,FU886459,Elementary school or unknown,150.000-250.000,Female,82.0,Enke/enkemand,2 børn,,Grundskole og gym.,Irrelevant,Uoplyst,Uoplyst,Ukendt,77,1.0,Socialistisk Folkeparti,Nej,nej
2907,CZ664149,Medium-cycle tertiary eduation,<150.0000,Female,24.0,Enlig,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,77,1.0,"Venstre, Danmarks Liberale Parti",Ja,ja
2908,CZ448285,Secondary education,250.000-350.000,Male,45.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Korte vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,3,4,4.0,"Venstre, Danmarks Liberale Parti",Ja,ja
2909,CZ178792,Secondary education,150.000-250.000,Male,53.0,Gift eller reg. partnerskab,2 børn,Mindre byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,2,2,4.0,"Venstre, Danmarks Liberale Parti",Ja,ja
2910,CZ500227,Medium-cycle tertiary eduation,250.000-350.000,Female,46.0,Skilt,2 børn,Større provinsbyer,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,4,77,3.0,Det Radikale Venstre,Nej,ja
2911,FU714356,Secondary education,350.000<,Male,62.0,Gift eller reg. partnerskab,Ingen børn,,Uoplyst,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,3,3.0,Socialistisk Folkeparti,Nej,ja
2912,FU684252,Elementary school or unknown,250.000-350.000,Female,57.0,Papirløst partnerskab,2 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,3.0,Socialdemokraterne,Nej,ja
2913,CZ113759,Elementary school or unknown,<150.0000,Female,19.0,Enlig,Ingen børn,Landområder og landsbyer,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,2,77,,"Venstre, Danmarks Liberale Parti",Nej,ja
2914,FU386123,Secondary education,150.000-250.000,Male,67.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,4,5.0,"Venstre, Danmarks Liberale Parti",Ja,ja
2915,CZ738367,Elementary school or unknown,150.000-250.000,Female,66.0,Skilt,2 børn,Mindre byer,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Ukendt,77,1.0,Enhedslisten m.fl.,Nej,nej
2916,CZ116768,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Male,49.0,Gift eller reg. partnerskab,3 børn,De 3 store provinsbyer,Lang vid. udd,Lang vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,4.0,Det Radikale Venstre,Nej,ja
2917,FU891240,Medium-cycle tertiary eduation,150.000-250.000,Female,69.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,4,2,3.0,Socialistisk Folkeparti,Nej,ja
2918,CZ655227,Secondary education,150.000-250.000,Male,80.0,Gift eller reg. partnerskab,3 børn,Mindre byer,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,1.0,Socialdemokraterne,Nej,ja
2919,CZ709353,Secondary education,<150.0000,Female,67.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,4.0,Dansk Folkeparti,Nej,ja
2920,CZ390569,Short-cycle tertiary eduation,150.000-250.000,Female,68.0,Enlig,2 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Irrelevant,Uoplyst,Erhvervsfaglige uddannelser,2,77,1.0,,Nej,ja
2921,CZ651861,Elementary school or unknown,<150.0000,Male,18.0,Enlig,Ingen børn,Mellemstore byer,Grundskole og gym.,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Ukendt,77,,Alternativet,Ja,ja
2922,FU124290,Secondary education,150.000-250.000,Female,55.0,Skilt,3 børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,2.0,Socialdemokraterne,Ja,ja
2923,FU740440,Short-cycle tertiary eduation,150.000-250.000,Male,32.0,Enlig,Ingen børn,,Lang vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,4,77,3.0,Det Radikale Venstre,Nej,nej
2924,CZ306731,Short-cycle tertiary eduation,350.000<,Male,46.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Korte vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,5.0,Socialdemokraterne,Nej,nej
2925,FU551109,Short-cycle tertiary eduation,<150.0000,Male,48.0,Gift eller reg. partnerskab,1 barn,,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,3,4,1.0,Socialistisk Folkeparti,Nej,nej
2926,FU145859,Medium-cycle tertiary eduation,350.000<,Female,59.0,Skilt,2 børn,,Uoplyst,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,4,77,,,Ja,ja
2927,CZ835989,Elementary school or unknown,150.000-250.000,Female,59.0,Gift eller reg. partnerskab,1 barn,Mellemstore byer,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,2.0,Socialdemokraterne,Nej,ja
2928,FU295224,Secondary education,150.000-250.000,Male,58.0,Skilt,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,2.0,"Venstre, Danmarks Liberale Parti",Ja,ja
2929,FU482855,Medium-cycle tertiary eduation,150.000-250.000,Female,30.0,Papirløst partnerskab,1 barn,,Korte vid. udd,Lang vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,3,4,4.0,Socialdemokraterne,Ja,nej
2930,CZ301796,Elementary school or unknown,<150.0000,Female,64.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,2.0,Socialdemokraterne,Nej,ja
2931,CZ695335,Secondary education,350.000<,Male,40.0,Enlig,Ingen børn,De 3 store provinsbyer,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,77,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2932,FU656248,Secondary education,150.000-250.000,Female,63.0,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,3.0,Socialdemokraterne,Nej,ja
2933,CZ465144,Secondary education,150.000-250.000,Female,66.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,4,4,4.0,Socialdemokraterne,Nej,ja
2934,CZ837938,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Female,53.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Lang vid. udd,Lang vid. udd,Korte vid. udd,Lang vid. udd,4,4,3.0,Alternativet,Ja,nej
2935,FU893571,Elementary school or unknown,350.000<,Male,62.0,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,3,4.0,Socialdemokraterne,Nej,ja
2936,CZ644196,Medium-cycle tertiary eduation,250.000-350.000,Female,70.0,Gift eller reg. partnerskab,1 barn,De 3 store provinsbyer,Mellemlange vid. udd,Lang vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,3,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2937,FU346938,Medium-cycle tertiary eduation,250.000-350.000,Female,52.0,Gift eller reg. partnerskab,1 barn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,4.0,Socialdemokraterne,Nej,ja
2938,FU109581,Secondary education,250.000-350.000,Female,59.0,Gift eller reg. partnerskab,Ingen børn,,Mellemlange vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,4,5.0,Socialdemokraterne,Nej,ja
2939,CZ261976,Secondary education,150.000-250.000,Female,40.0,Gift eller reg. partnerskab,Ingen børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,1,2,1.0,Socialdemokraterne,Nej,nej
2940,CZ394166,Short-cycle tertiary eduation,150.000-250.000,Male,30.0,Gift eller reg. partnerskab,Ingen børn,Landområder og landsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,4,5.0,Liberal Alliance (tidl. Ny Alliance),Ja,ja
2941,CZ786969,Secondary education,150.000-250.000,Male,70.0,Gift eller reg. partnerskab,1 barn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,2,3,2.0,Dansk Folkeparti,Nej,ja
2942,FU342990,Secondary education,250.000-350.000,Female,52.0,Skilt,2 børn,,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Grundskole og gym.,3,77,3.0,Socialdemokraterne,Nej,ja
2943,CZ692376,Secondary education,<150.0000,Male,22.0,Enlig,Ingen børn,Større provinsbyer,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Mellemlange vid. udd,2,77,1.0,Dansk Folkeparti,Ja,ja
2944,CZ589978,Medium-cycle tertiary eduation,<150.0000,Female,26.0,Enlig,Ingen børn,De 3 store provinsbyer,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,4,77,2.0,Socialdemokraterne,Nej,ja
2945,CZ737255,Secondary education,<150.0000,Male,23.0,Papirløst partnerskab,Ingen børn,Landområder og landsbyer,Grundskole og gym.,Uoplyst,Mellemlange vid. udd,Mellemlange vid. udd,2,3,3.0,Enhedslisten m.fl.,Ja,nej
2946,FU271310,Elementary school or unknown,150.000-250.000,Male,22.0,Enlig,Ingen børn,,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,3,77,5.0,"Venstre, Danmarks Liberale Parti",Ja,ja
2947,FU747130,Medium-cycle tertiary eduation,150.000-250.000,Female,54.0,Papirløst partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,4,2,4.0,Enhedslisten m.fl.,Nej,nej
2948,FU278466,Secondary education,<150.0000,Male,83.0,Gift eller reg. partnerskab,4 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,1,,Socialdemokraterne,Nej,ja
2949,FU436486,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,52.0,Enlig,Ingen børn,,Lang vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,77,3.0,Det Radikale Venstre,Nej,ja
2950,FU199079,Secondary education,150.000-250.000,Female,65.0,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,2.0,Socialistisk Folkeparti,Nej,ja
2951,FU542733,Secondary education,150.000-250.000,Male,26.0,Papirløst partnerskab,Ingen børn,,Grundskole og gym.,Grundskole og gym.,Mellemlange vid. udd,Mellemlange vid. udd,4,Ukendt,2.0,Alternativet,Ja,nej
2952,CZ574553,Secondary education,250.000-350.000,Female,75.0,Skilt,1 barn,Mellemstore byer,Korte vid. udd,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,Ukendt,77,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2953,CZ423467,Secondary education,150.000-250.000,Male,49.0,Skilt,2 børn,Mindre byer,Mellemlange vid. udd,Irrelevant,Grundskole og gym.,Lang vid. udd,1,77,2.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2954,CZ457385,Secondary education,<150.0000,Female,21.0,Enlig,Ingen børn,Større provinsbyer,Mellemlange vid. udd,Irrelevant,Korte vid. udd,Erhvervsfaglige uddannelser,2,77,1.0,Alternativet,Nej,nej
2955,FU261860,Elementary school or unknown,150.000-250.000,Female,59.0,Enlig,Ingen børn,,Uoplyst,Irrelevant,Uoplyst,Uoplyst,1,77,2.0,Socialdemokraterne,Nej,ja
2956,FU394720,Medium-cycle tertiary eduation,150.000-250.000,Female,28.0,Gift eller reg. partnerskab,Ingen børn,,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,4,4,4.0,Socialdemokraterne,Ja,ja
2957,CZ699188,Secondary education,150.000-250.000,Female,67.0,Gift eller reg. partnerskab,1 barn,Mellemstore byer,Erhvervsfaglige uddannelser,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,2,2,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2958,FU659135,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,61.0,Papirløst partnerskab,4 børn,,Lang vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,4,4.0,Enhedslisten m.fl.,Nej,nej
2959,FU487211,Medium-cycle tertiary eduation,250.000-350.000,Female,39.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,2,2.0,Liberal Alliance (tidl. Ny Alliance),Nej,ja
2960,FU736687,Secondary education,150.000-250.000,Male,35.0,Enlig,Ingen børn,,Korte vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Uoplyst,3,77,3.0,Det Radikale Venstre,Nej,ja
2961,CZ741304,Medium-cycle tertiary eduation,150.000-250.000,Female,43.0,Papirløst partnerskab,2 børn,Større provinsbyer,Lang vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,3,4,4.0,Socialdemokraterne,Ja,nej
2962,FU861134,Medium-cycle tertiary eduation,350.000<,Male,61.0,Papirløst partnerskab,3 børn,,Mellemlange vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,5.0,Socialdemokraterne,Ja,ja
2963,FU538808,Medium-cycle tertiary eduation,250.000-350.000,Female,40.0,Papirløst partnerskab,1 barn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,4,3,5.0,Alternativet,Ja,ja
2964,FU339228,Elementary school or unknown,<150.0000,Male,20.0,Enlig,Ingen børn,,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,2,77,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2965,CZ540751,Medium-cycle tertiary eduation,150.000-250.000,Male,38.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Mellemlange vid. udd,Lang vid. udd,Mellemlange vid. udd,Grundskole og gym.,4,4,5.0,Socialdemokraterne,Nej,ja
2966,FU147926,Elementary school or unknown,150.000-250.000,Female,67.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Ukendt,77,,"Venstre, Danmarks Liberale Parti",Nej,ja
2967,CZ630436,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,36.0,Papirløst partnerskab,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,3,4,4.0,Alternativet,Nej,ja
2968,CZ275951,Secondary education,250.000-350.000,Male,52.0,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Grundskole og gym.,Korte vid. udd,Mellemlange vid. udd,Korte vid. udd,3,4,4.0,Socialdemokraterne,Ja,ja
2969,FU509602,Secondary education,150.000-250.000,Male,27.0,Gift eller reg. partnerskab,Ingen børn,,Mellemlange vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,77,3.0,Dansk Folkeparti,Nej,ja
2970,FU815597,Medium-cycle tertiary eduation,350.000<,Male,42.0,Gift eller reg. partnerskab,4 børn,,Mellemlange vid. udd,Korte vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,3,5.0,Nye Borgerlige,Nej,nej
2971,FU412400,Short-cycle tertiary eduation,350.000<,Female,50.0,Enlig,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,2.0,Det Konservative Folkeparti,Nej,ja
2972,FU187597,Elementary school or unknown,<150.0000,Female,77.0,Gift eller reg. partnerskab,1 barn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,4,1.0,Socialdemokraterne,Ja,ja
2973,FU704165,Secondary education,250.000-350.000,Female,62.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,1.0,Socialistisk Folkeparti,Nej,ja
2974,CZ859211,Secondary education,<150.0000,Male,23.0,Enlig,Ingen børn,Mellemstore byer,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Mellemlange vid. udd,Ukendt,77,1.0,Liberal Alliance (tidl. Ny Alliance),Ja,nej
2975,CZ790365,Secondary education,150.000-250.000,Male,88.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,2.0,Det Konservative Folkeparti,Ja,ja
2976,FU397213,Elementary school or unknown,<150.0000,Female,19.0,Enlig,Uoplyst,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,3,77,1.0,Socialdemokraterne,Ja,ja
2977,CZ290524,Elementary school or unknown,150.000-250.000,Female,68.0,Enlig,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,Ukendt,77,1.0,Dansk Folkeparti,Nej,ja
2978,FU345247,Elementary school or unknown,<150.0000,Female,73.0,Gift eller reg. partnerskab,1 barn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,3,3,3.0,Socialdemokraterne,Nej,ja
2979,FU110186,Medium-cycle tertiary eduation,250.000-350.000,Female,57.0,Enlig,2 børn,,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,77,3.0,Enhedslisten m.fl.,Nej,ja
2980,FU294724,Medium-cycle tertiary eduation,350.000<,Male,62.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,4,2,5.0,Socialdemokraterne,Ja,ja
2981,CZ771288,Secondary education,350.000<,Male,49.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Mellemlange vid. udd,Ukendt,2,5.0,Alternativet,Nej,nej
2982,FU406480,Medium-cycle tertiary eduation,150.000-250.000,Male,37.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,4,2.0,Enhedslisten m.fl.,Nej,ja
2983,CZ765968,Elementary school or unknown,250.000-350.000,Female,54.0,Gift eller reg. partnerskab,3 børn,Mindre byer,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,4.0,,Nej,ja
2984,FU130460,Elementary school or unknown,<150.0000,Female,73.0,Enke/enkemand,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,1.0,Dansk Folkeparti,Nej,ja
2985,CZ278545,Medium-cycle tertiary eduation,250.000-350.000,Female,43.0,Enlig,Ingen børn,Større provinsbyer,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,77,3.0,Socialdemokraterne,Ja,ja
2986,CZ771025,Elementary school or unknown,<150.0000,Female,20.0,Papirløst partnerskab,Ingen børn,Landområder og landsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,2,2.0,,Nej,ja
2987,CZ838757,Secondary education,150.000-250.000,Male,65.0,Gift eller reg. partnerskab,2 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Grundskole og gym.,Mellemlange vid. udd,Erhvervsfaglige uddannelser,2,1,3.0,Dansk Folkeparti,Nej,ja
2988,FU437255,Secondary education,<150.0000,Female,23.0,Papirløst partnerskab,Ingen børn,,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,3,3.0,"Venstre, Danmarks Liberale Parti",Ja,ja
2989,FU869936,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,63.0,Gift eller reg. partnerskab,3 børn,,Lang vid. udd,Lang vid. udd,Grundskole og gym.,Mellemlange vid. udd,4,4,5.0,Enhedslisten m.fl.,Ja,ja
2990,FU402187,Medium-cycle tertiary eduation,250.000-350.000,Female,38.0,Skilt,2 børn,,Lang vid. udd,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,77,1.0,Socialdemokraterne,Ja,nej
2991,CZ658957,Secondary education,350.000<,Male,56.0,Skilt,3 børn,Mindre byer,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,5.0,Socialdemokraterne,Nej,nej
2992,FU817671,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Female,28.0,Gift eller reg. partnerskab,1 barn,,Lang vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Mellemlange vid. udd,4,2,4.0,Det Konservative Folkeparti,Nej,ja
2993,FU257296,Medium-cycle tertiary eduation,<150.0000,Female,53.0,Gift eller reg. partnerskab,4 børn,,Uoplyst,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,Ukendt,77,1.0,Socialdemokraterne,Nej,nej
2994,CZ867321,Elementary school or unknown,<150.0000,Male,20.0,Enlig,Ingen børn,Mellemstore byer,Grundskole og gym.,Irrelevant,Uoplyst,Uoplyst,2,77,1.0,Socialistisk Folkeparti,Nej,ja
2995,CZ424364,Secondary education,150.000-250.000,Female,53.0,Gift eller reg. partnerskab,1 barn,De 3 store provinsbyer,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,4.0,Socialdemokraterne,Nej,ja
2996,FU445268,Medium-cycle tertiary eduation,150.000-250.000,Female,79.0,Enke/enkemand,4 børn,,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,77,1.0,Dansk Folkeparti,Ja,nej
2997,CZ482818,Elementary school or unknown,350.000<,Male,61.0,Gift eller reg. partnerskab,3 børn,De 3 store provinsbyer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Korte vid. udd,2,2,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
2998,CZ382810,Secondary education,150.000-250.000,Male,35.0,Papirløst partnerskab,1 barn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Ukendt,3,4.0,Socialdemokraterne,Nej,ja
2999,CZ764032,Secondary education,150.000-250.000,Male,49.0,Papirløst partnerskab,1 barn,Større provinsbyer,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,2,1,2.0,Socialdemokraterne,Nej,ja
